,path,id,review_title,stars,reviewDate,reviewNumHelp,reviewVerified,reviewComment
1275,142720019X,R3NSIFNMJJ00F7,A Good story...,3.0 out of 5 stars,"Reviewed in the United States on August 20, 2013",2 people found this helpful,Verified Purchase,"I enjoyed this book but didn't love it.  The story was interesting but didn't really grab me, as I like a novel to do."
1276,1400501717,R138OM6MZVSTDX,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on December 23, 2014",,Verified Purchase,AAAA
1277,1400501717,R1OG0C4184HK6R,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on December 18, 2014",,Verified Purchase,so much easier to read with the back light
1278,1400501717,R2KMS5BOU423L5,Perfect condition. Just a described,5.0 out of 5 stars,"Reviewed in the United States on October 13, 2014",,Verified Purchase,"Perfect condition. Just a described, and since the STWGL is so much better than that recent vintage, happy to have it."
1279,1400501717,R2Z370271CTJYJ,Need To Work On Quality,1.0 out of 5 stars,"Reviewed in the United States on May 19, 2013",18 people found this helpful,Verified Purchase,"I feel bad saying I hate this product because when I first received it I absolutely loved it.  The quality of the GlowLight when used was spectacular, the features where easy to use.  Then tiny ""cracks / lines"" started to appear in the screen / light which made it difficult to use at first; then as more appeared the device became completely unusable.  This device was not abused in anyway. It was kept in a case, not dropped, etc..  After further searching concerning this problem, it is not uncommon.  A significant number of people reported the same problem even though their care of the device was good.  The most disturbing part of all this is that the manufacturer of the product has known about this problem and to date the item is still being sold with the defect.  I was so disappointed because other than this problem I loved my NOOK Simple Touch with GlowLight.  I now have a Kindle Paperwhite, it is similar to the Nook but just enough difference that except for the defect I like the Nook by a slight margin but not enough to invest in a defective product again.  In addition, there is difference between customer service for both devices. The Nook customer service regarding defects / returns / replacements is poor compared to the good reports of customer service with the Kindle.  Wanted to like the NOOK Simple Touch but couldn't risk it."
1280,1400501717,R2ZVSX6TMDLGOT,geat,5.0 out of 5 stars,"Reviewed in the United States on February 10, 2014",,Verified Purchase,I have three of nooks and they are great.  Two of them are glolite which is great for reading in the dark
1281,1400501717,R3UHRVHGEE0I9Z,Good purchase,5.0 out of 5 stars,"Reviewed in the United States on March 16, 2014",,Verified Purchase,"The price is very good compare to the store. I received the item quickly. The visibility is very good under the sun, I recommand this item."
1282,1400501717,R2EGM4I20TTUG8,Great device,5.0 out of 5 stars,"Reviewed in the United States on April 24, 2014",One person found this helpful,Verified Purchase,I absolutely love my Nook.  Perfect size to carry around and holds plenty of books.  Definitely happy with my purchase.
1283,1400501717,R3OGBJWCALOOZA,Great Nook,5.0 out of 5 stars,"Reviewed in the United States on December 23, 2016",,Verified Purchase,very happy with this Nook....thanks
1284,1400501717,R2F9CYMPFOC652,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on September 10, 2014",,Verified Purchase,Love my nook!
1285,1400501717,R39TTG2CQC5NLD,It does about the bare minimum of what you'd expect,2.0 out of 5 stars,"Reviewed in the United States on February 6, 2014",One person found this helpful,Verified Purchase,"The screen is very okay.  Not great, not terrible.  The lights are quite visible at the top of the screen, but the text is well lit.  The battery life is impressive, but the interface is clunky and awkward."
1286,111024178X,R1FK0IUX4P3GT3,Very enjoyable set of Holmes mysteries,5.0 out of 5 stars,"Reviewed in the United States on September 14, 2011",3 people found this helpful,Verified Purchase,"I downloaded this to have the ""real"" Kindle edition on my Kindle, though I had already downloaded Gutenberg's free version. (The Gutenberg version has a nice linked Table of Contents at the beginning that clicking ""menu"" and then ""go to"" and ""table of contents"" brings you to -- I'd rather have the easily accessible ToC. To get to the ToC for the Amazon download, you have to page back from the first story or page forward from the cover. It's odd that ""go to"" does not work for the official Kindle version but does for the Gutenberg mobi download.)"
1287,111024178X,R2BGHB5LU2RI8,How could you not like the original!?,5.0 out of 5 stars,"Reviewed in the United States on October 10, 2017",,Verified Purchase,"This​ book is actually 12 stories featuring Sherlock Holmes and his partner Watson. Narrated from Watson's point of view, he regales us with some of the lesser known, yet still very thrilling, mysteries solved by Sherlock. If you love any of either the movies or the BBC mini series, you will definitely like to this book because they all ring true to this, the original stories of Mr. Holmes and Watson."
1288,111024178X,R2M48MCNDMQGXS,Fun read. Kindle edition is OK except for foreign ...,4.0 out of 5 stars,"Reviewed in the United States on July 18, 2017",One person found this helpful,Verified Purchase,"Fun read. Kindle edition is OK except for foreign symbols are messed up (currency, some words). Currency amounts can be an important detail in these stories, so this leaves a bit of a hole in the narrative. And disrupts the flow."
1289,111024178X,R1WAVSMXFOGBOC,Serious & fun investigations,5.0 out of 5 stars,"Reviewed in the United States on November 23, 2016",2 people found this helpful,Verified Purchase,"Reading British mysteries is my kind of fun.  Especially the old ones!  Doyle was a master.  Engaging, witty, serious and ever so detailed!"
1290,111024178X,R3JCMJJAIDS6LT,A great introduction to the world of Sherlock Holmes,4.0 out of 5 stars,"Reviewed in the United States on January 9, 2010",,Verified Purchase,"I originally downloaded this collection of short stories in preparation for the Sherlock Holmes major motion picture that was coming out in 2009. As someone who had never read any of Sherlock Holmes' tales, this was a perfect introduction into the kind of stories Sir Arthur Conan Doyle penned for the legendary Holmes and Dr. Watson."
1291,111024178X,R2CL26LWPHLUCE,Sherlock is a wonderfully snarky and dry person counterpointed by Watson's absolute curiosity ...,5.0 out of 5 stars,"Reviewed in the United States on April 22, 2016",,Verified Purchase,"I suggest every one read at least on Sir Arthur Conan Doyle's master pieces. Sherlock is a wonderfully snarky and dry person counterpointed by Watson's absolute curiosity and charm. Seriously if you haven't give it a go. The language and pace can be a little drawn out sometimes, but it was written in Victorian tradition. That's what makes it a wonderful read."
1292,111024178X,R1V2401Y6R2BMN,Hard to Put Down!,5.0 out of 5 stars,"Reviewed in the United States on December 28, 2011",2 people found this helpful,Verified Purchase,An excellent selection of Holmes stories! It really was difficult to put down my Kindle while I was reading. This was my first experience with any of the original Holmes stories and I feel quite satisfied to have started here. Fellow fans of Holmes film interpretations will get a real kick out of these original adventures.
1293,111024178X,RJU6UKFDTY7FT,As advertised,4.0 out of 5 stars,"Reviewed in the United States on March 13, 2013",,Verified Purchase,"Everything you'd expect is in here. Actually I did have some problems with the illustrations, some are cropped wrong so parts of the illustrations is cut off, or at very slightly skewed angles, or with double prints. It might have just been that I had an old style Kindle that couldn't process them, but it was a bit disappointing.  The text and stories are formatted well. The only thing I'd want was some footnotes that explain some archaic terms that pop up on occasion that aren't really in the dictionary, luckily I have a footnoted print version."
1294,111024178X,R2L3P1SCJPD7RA,Sherlock Holmes,5.0 out of 5 stars,"Reviewed in the United States on November 30, 2013",,Verified Purchase,"You just gotta love Sherlock! It's been many years since I've read this book, so I decided to read it again. It is just as good the second time."
1295,111024178X,R14KKT4LYV7LPK,"Sherlock Holmes, the original in a new cover",5.0 out of 5 stars,"Reviewed in the United States on April 1, 2012",5 people found this helpful,Verified Purchase,"Although the stories are public domain, I adored this publication of the well-known Sherlock Holmes stories. I recently began watching the BBC series, Sherlock, and instantly was captivated by it. Benedict Cumberbatch and Martin Freeman convincingly and magnificently portrayed Sherlock Holmes and John Watson, respectively, and the writing of the show was equally impressive. Once I had finished season 1, which didn't take long as most Sherlockians know, I turned to the original Sherlock Holmes book series, to bide my time waiting for season 2 to air in America. I downloaded this copy of ""The Adventures of Sherlock Holmes"" on to my iPad, only because of the cover. The stories are incredible. Captivating and interesting, I could barely put the book down, unfortunately enough for my grades! At the end of the book, I found I had a better appreciation for the work Moffat and Gatiss put into the new series and for Sir Arthur Conan Doyle's original stories."
